#    src	l		b     n(HI)[e20]   nhi_er[e20]	
--------------------------------------------------------
0    3C33	129.4481     -49.3244     2.78     0.04
1    3C18	118.6218     -52.7266     5.99     0.95
2    3C141.0	174.5324     -1.3112     52.69     1.48
3    3C142.1	197.6157     -14.5115     21.96     2.3
4    3C138	187.4052     -11.3437     19.84     0.99
5    3C75-2	170.2958     -44.9192     8.23     0.21
6    3C75-1	170.2162     -44.9112     7.97     0.2
7    3C409	63.3985     -6.1223     25.81     1.12
8    3C33-1	129.4392     -49.3432     2.81     0.12
9    3C79	164.1487     -34.4565     9.37     1.03
10    3C78	174.8581     -44.513     10.06     0.46
11    3C98-1	179.8593     -31.0859     10.37     0.34
12    3C75	170.2558     -44.9111     7.89     0.18
13    T0526+24	181.3551     -5.1933     96.85     65.03
14    3C133	177.7258     -9.9125     28.5     1.51
15    3C132	178.8598     -12.5219     23.81     1.28
16    3C131	171.4368     -7.7967     28.55     1.64
17    3C310	38.5004     60.2098     3.71     0.1
18    3C315	39.3605     58.303     4.77     0.38
19    3C109	181.828     -27.7769     20.82     1.0
20    3C234	200.205     52.7049     1.61     0.04
21    3C236	190.064     53.9808     1.21     0.04
22    3C237	232.1174     46.6276     2.2     0.08
23    3C154	185.5932     4.003     35.58     1.4
24    3C228.0	220.8313     46.6355     2.61     0.04
25    4C22.12	188.0524     0.047     85.23     15.23
26    NRAO140	159.0002     -18.7646     29.49     18.23
27    3C318	29.9821     54.7856     4.75     0.15
28    3C64	157.7658     -48.2032     6.33     0.18
29    3C454.0	88.1001     -35.9413     5.38     0.11
30    P0531+19	186.7634     -7.1085     23.84     0.65
31    3C454.3	86.111     -38.1833     6.53     0.13
32    3C33-2	129.462     -49.2774     2.92     0.15
33    P0820+22	201.3636     29.6761     4.23     0.21
34    3C333	37.3001     42.9721     5.09     0.33
35    3C192	197.9126     26.4098     3.97     0.04
36    3C98	179.8374     -31.049     11.02     0.41
37    3C273	289.9484     64.3586     1.93     0.02
38    3C267.0	256.3418     70.1102     2.33     0.03
39    DW0742+10	209.796     16.5911     2.43     0.04
40    P1055+20	222.5101     63.1302     1.57     0.04
41    3C433	74.4772     -17.695     7.89     0.15
42    3C172.0	191.2045     13.4105     7.71     0.14
43    P0428+20	176.8082     -18.5568     23.89     2.47
44    4C19.44	8.9924     73.0418     2.65     0.04
45    3C353	21.1108     19.877     10.85     0.79
46    3C167	207.3119     1.1529     50.24     2.41
47    3C293	54.6071     76.0603     1.28     0.05
48    3C98-2	179.8288     -31.0241     10.25     0.4
49    3C105	187.6326     -33.609     14.68     1.47
50    3C120	190.3728     -27.3973     15.94     1.87
51    CTA21	166.6357     -33.5961     9.56     0.31
52    3C123	170.5815     -11.6608     27.38     3.38
53    4C20.33	20.1848     66.8341     2.69     0.05
54    T0556+19	190.0893     -2.1665     53.63     31.9
55    P1117+14	240.438     65.7884     1.57     0.02
56    3C264.0	236.9959     73.6422     1.73     0.03
57    3C208.1	213.6015     33.583     2.76     0.05
58    3C208.0	213.6628     33.1608     2.99     0.04
59    4C32.44	67.2401     81.0438     1.05     0.03
60    3C263.1	228.2701     74.3753     1.68     0.05
61    3C225b	220.0116     44.0083     3.28     0.06
62    3C410	69.209     -3.7684     48.22     3.47
63    P0347+05	182.2737     -35.7311     13.45     0.76
64    3C272.1	280.6321     74.6873     2.39     0.03
65    3C225a	219.8664     44.0247     3.4     0.14
66    4C07.32	322.2286     68.835     2.11     0.03
67    3C245	233.1247     56.3009     2.03     0.03
68    3C93.1	160.0361     -15.9147     12.32     1.04
69    3C348	22.971     29.1769     5.69     0.16
70    4C13.67	43.4971     9.154     16.72     0.87
71    3C286	56.5295     80.674     2.04     0.09
72    4C13.65	39.3151     17.718     9.16     0.14
73    3C190.0	207.6242     21.8412     2.82     0.04
74    P0320+05	176.9818     -40.8433     11.2     0.48
75    3C274.1	269.8744     83.1637     2.36     0.04
76    3C207	212.968     30.139     5.25     0.15
77    T0629+10	201.5315     0.5079     59.25     2.86
